file_name,text
kanji_054bd.png,"throat, choked, smothered, stuffy"
kanji_054e1.png,"employee, member, number, the one in charge"
kanji_056e0.png,"cause, factor, be associated with, depend on, be limited to"
kanji_059fb.png,"matrimony, marry"
kanji_05f15.png,"pull, tug, jerk, admit, install, quote, refer to"
kanji_098f2.png,"drink, smoke, take"
kanji_06deb.png,"lewdness, licentiousness"
kanji_080e4.png,"descendent, issue, offspring"
kanji_0852d.png,"shade, shadow, backing assistance"
kanji_09662.png,"Inst., institution, temple, mansion, school"
kanji_09670.png,"shade, yin, negative, sex organs, secret, shadow"
kanji_096a0.png,"conceal, hide, cover"
kanji_097fb.png,"rhyme, elegance, tone"
kanji_0540b.png,inch
kanji_053f3.png,right
kanji_05b87.png,"eaves, roof, house, heaven"
kanji_070cf.png,"crow, raven"
kanji_07fbd.png,"feathers, counter for birds, rabbits"
kanji_08fc2.png,roundabout way
kanji_096e8.png,rain
kanji_0536f.png,"sign of the hare or rabbit, fourth sign of Chinese zodiac, 5-7AM, east"
kanji_09d5c.png,cormorant
kanji_07aba.png,"lie in wait, spy on, reconnoiter"
kanji_04e11.png,"sign of the ox or cow, 1-3AM, second sign of Chinese zodiac"
kanji_07893.png,pestle
kanji_081fc.png,mortar
kanji_06e26.png,"whirlpool, eddy, vortex"
kanji_05618.png,"lie, falsehood"
kanji_05504.png,"song, ballad"
kanji_06b1d.png,"gloom, depression, melancholy"
kanji_0851a.png,dense growth
kanji_09c3b.png,eel
kanji_059e5.png,old woman
kanji_053a9.png,"barn, stable"
kanji_06d66.png,"bay, creek, inlet, gulf, beach, seacoast"
kanji_074dc.png,melon
kanji_0958f.png,"intercalation, illegitimate throne"
kanji_05642.png,"rumor, gossip, hearsay"
kanji_04e91.png,say
kanji_0904b.png,"carry, luck, destiny, fate, lot, transport, progress, advance"
kanji_096f2.png,cloud
kanji_0834f.png,"bean, perilla, herb, soft, pliable"
kanji_0990c.png,"food, bait, prey, tempting profit"
kanji_053e1.png,"intelligence, imperial"
kanji_055b6.png,"camp, perform, build, conduct (business)"
kanji_05b30.png,"sharp (music), baby"
kanji_05f71.png,"shadow, silhouette, phantom"
kanji_06620.png,"reflect, reflection, projection"
kanji_066f3.png,"pull, tug, jerk, admit, install, quote, refer to"
kanji_06804.png,"flourish, prosperity, honor, glory, splendor"
kanji_06c38.png,"eternity, long, lengthy"
kanji_06cf3.png,swim
kanji_06d29.png,"leak, escape"
kanji_0745b.png,"sparkle of jewelry, crystal"
kanji_076c8.png,"fullness, enough, pride, satisfy"
kanji_07a4e.png,"heads of grain, cleverness"
kanji_09834.png,"heads of grain, cleverness"
kanji_082f1.png,"England, English, hero, outstanding, calyx"
kanji_0885b.png,"defense, protection"
kanji_08a60.png,"recitation, poem, song, composing"
kanji_092ed.png,"pointed, sharpness, edge, weapon, sharp, violent"
kanji_06db2.png,"fluid, liquid, juice, sap, secretion"
kanji_075ab.png,epidemic
kanji_076ca.png,"benefit, gain, profit, advantage"
kanji_099c5.png,station
kanji_060a6.png,"ecstasy, joy, rapture"
kanji_08b01.png,"audience, audience (with king)"
kanji_08d8a.png,"surpass, cross over, move to, exceed, Vietnam"
kanji_095b2.png,"review, inspection, revision"
kanji_0698e.png,"lotus tree, nettle tree, hackberry"
kanji_053ad.png,"get tired of, satiate, bore, dislike, disagreeable, unwelcome"
kanji_05186.png,"circle, yen, round"
kanji_05712.png,"park, garden, yard, farm"
kanji_05830.png,"dam, prevent, stop up"
kanji_05944.png,"cover, suffocate, obstruct"
kanji_05bb4.png,"banquet, feast, party"
kanji_05ef6.png,"prolong, stretching"
kanji_06028.png,"grudge, show resentment, be jealous"
kanji_063a9.png,"cover, conceal"
kanji_063f4.png,"abet, help, save"
kanji_06cbf.png,"run alongside, follow along, run along, lie along"
kanji_06f14.png,"performance, act, play, render, stage"
kanji_0708e.png,"inflammation, flame, blaze"
kanji_07114.png,"flame, blaze"
kanji_07159.png,smoke
kanji_071d5.png,swallow (bird)
kanji_0733f.png,monkey
kanji_07e01.png,"affinity, relation, connection, edge, border, verge, brink"
kanji_08276.png,"glossy, luster, glaze, polish, charm, colorful, captivating"
kanji_082d1.png,"garden, farm, park"
kanji_08597.png,"garden, yard, farm"
kanji_09060.png,"distant, far"
kanji_0925b.png,lead
kanji_09d1b.png,male mandarin duck
kanji_05869.png,salt
kanji_065bc.png,"at, in, on, as for"
kanji_06c5a.png,"dirty, pollute, disgrace, rape, defile"
kanji_07525.png,nephew
kanji_051f9.png,"concave, hollow, sunken"
kanji_0592e.png,"center, middle"
kanji_05965.png,"heart, interior"
kanji_05f80.png,"journey, travel, chase away, let go, going, before, formerly"
kanji_05fdc.png,"apply, answer, yes, OK, reply, accept"
kanji_062bc.png,"push, stop, check, subdue, attach, seize, weight, shove, press, seal, do in spite of"
kanji_065fa.png,"flourishing, successful, beautiful, vigorous"
kanji_06a2a.png,"sideways, side, horizontal, width, woof, unreasonable, perverse"
kanji_06b27.png,Europe
kanji_06bb4.png,"assault, hit, beat, thrash"
kanji_0738b.png,"king, rule, magnate"
kanji_07fc1.png,venerable old man
kanji_08956.png,opaque sliding door
kanji_09d2c.png,"nightingale, bush warbler"
kanji_09d0e.png,seagull
kanji_09ec4.png,yellow
kanji_05ca1.png,"mount, hill, knoll"
kanji_06c96.png,"open sea, offing, rise high into sky"
kanji_0837b.png,"reed, rush"
kanji_05104.png,"hundred million, 10**8"
kanji_05c4b.png,"roof, house, shop, dealer, seller"
kanji_061b6.png,"recollection, think, remember"
kanji_081c6.png,"timidity, heart, mind, fear, cowardly"
kanji_06876.png,"tub, bucket"
kanji_07261.png,male
kanji_04e59.png,"the latter, duplicate, strange, witty, fishhook radical (no. 5)"
kanji_04ffa.png,"I, myself"
kanji_05378.png,wholesale
kanji_06069.png,"grace, kindness, goodness, favor, mercy, blessing, benefit"
kanji_06e29.png,warm
kanji_07a4f.png,"calm, quiet, moderation"
kanji_097f3.png,"sound, noise"
kanji_04e0b.png,"below, down, descend, give, low, inferior"
kanji_05316.png,"change, take the form of, influence, enchant, delude, -ization"
kanji_04eee.png,"sham, temporary, interim, assumed (name), informal"
kanji_04f55.png,what
kanji_04f3d.png,"nursing, attending, entertainer"
kanji_04fa1.png,"value, price"
kanji_04f73.png,"excellent, beautiful, good, pleasing, skilled"
kanji_052a0.png,"add, addition, increase, join, include, Canada"
kanji_053ef.png,"can, passable, approval"
kanji_05609.png,"applaud, praise, esteem, happy, auspicious"
kanji_0590f.png,summer
kanji_05ac1.png,"marry into, bride"
kanji_05bb6.png,"house, home, family, professional, expert, performer"
kanji_05be1.png,"widow, minority, few"
kanji_079d1.png,"department, course, section"
kanji_06687.png,"spare time, rest, leisure, time, leave of absence"
kanji_0679c.png,"fruit, reward, carry out, achieve, complete, end, finish, succeed"
kanji_067b6.png,"erect, frame, mount, support, shelf, construct"
kanji_06b4c.png,"song, sing"
kanji_06cb3.png,river
kanji_0706b.png,fire
kanji_073c2.png,jewel
kanji_0798d.png,"calamity, misfortune, evil, curse"
kanji_079be.png,two-branch tree radical (no. 115)
kanji_07a3c.png,"earnings, work, earn money"
kanji_07b87.png,counter for articles
kanji_082b1.png,flower
kanji_082db.png,"torment, scold, chastise"
kanji_08304.png,eggplant
kanji_08377.png,"baggage, shoulder-pole load, bear (a burden), shoulder (a gun), load, cargo, freight"
kanji_083ef.png,"splendor, flower, petal, shine, luster, ostentatious, showy, gay, gorgeous"
kanji_083d3.png,"candy, cakes, fruit"
kanji_08766.png,"shrimp, prawn, lobster"
kanji_08ab2.png,"chapter, lesson, section, department, division, counter for chapters (of a book)"
kanji_05629.png,noisy
kanji_08ca8.png,"freight, goods, property"
kanji_08fe6.png,(used phonetically)
kanji_0904e.png,"overdo, exceed, go beyond, error"
kanji_0971e.png,"be hazy, grow dim, blurred"
kanji_0868a.png,mosquito
kanji_04fc4.png,"sudden, abrupt, improvised"
kanji_05ce8.png,high mountain
kanji_06211.png,"ego, I, selfish, our, oneself"
kanji_07259.png,"tusk, fang, tusk radical (no. 92)"
kanji_0753b.png,"brush-stroke, picture"
kanji_081e5.png,"bend down, bow, lie prostrate"
kanji_082bd.png,"bud, sprout, spear, germ"
kanji_086fe.png,moth
kanji_08cc0.png,"congratulations, joy"
kanji_096c5.png,"gracious, elegant, graceful, refined"
kanji_09913.png,"starve, hungry, thirst"
kanji_099d5.png,"vehicle, palanquin, litter, hitch up an animal"
kanji_04ecb.png,"jammed in, shellfish, mediate, concern oneself with"
kanji_04f1a.png,"meeting, meet, party, association, interview, join"
kanji_089e3.png,"unravel, notes, key, explanation, understanding, untie, undo, solve, answer, cancel, absolve, explain, minute"
kanji_056de.png,"-times, round, game, revolve, counter for occurrences"
kanji_0584a.png,"clod, lump, chunk, clot, mass"
kanji_058ca.png,"demolition, break, destroy"
kanji_05efb.png,"round, game, revolve, go around, circumference"
kanji_05feb.png,"cheerful, pleasant, agreeable, comfortable"
kanji_0602a.png,"suspicious, mystery, apparition"
kanji_06094.png,"repent, regret"
kanji_06062.png,"wide, large, enlarge"
kanji_061d0.png,"feelings, heart, yearn, miss someone, become attached to, bosom, breast, pocket"
kanji_06212.png,commandment
kanji_062d0.png,"kidnap, falsify"
kanji_06539.png,"reformation, change, modify, mend, renew, examine, inspect, search"
kanji_09b41.png,charging ahead of others
kanji_06666.png,"dark, disappear"
kanji_068b0.png,"contraption, fetter, machine, instrument"
kanji_06d77.png,"sea, ocean"
kanji_07070.png,"ashes, puckery juice, cremate"
kanji_0754c.png,"world, boundary"
kanji_07686.png,"all, everything"
kanji_07d75.png,"picture, drawing, painting, sketch"
kanji_082a5.png,"mustard, rape, dust, trash, rubbish"
kanji_087f9.png,crab
kanji_0958b.png,"open, unfold, unseal"
kanji_0968e.png,"storey, stair, counter for storeys of a building"
kanji_08c9d.png,shellfish
kanji_051f1.png,victory song
kanji_052be.png,"censure, criminal investigation"
kanji_05916.png,outside
kanji_054b3.png,"cough, clear throat"
kanji_05bb3.png,"harm, injury"
kanji_05d16.png,"cliff, bluff, precipice"
kanji_06168.png,"rue, be sad, sigh, lament"
kanji_06982.png,"outline, condition, approximation, generally"
kanji_06daf.png,"horizon, shore, limit, bound"
kanji_0788d.png,obstacle
kanji_084cb.png,"cover, lid, flap"
kanji_08857.png,"boulevard, street, town"
kanji_08a72.png,"above-stated, the said, that specific"
kanji_093a7.png,"put on armor, arm oneself"
kanji_09ab8.png,"bone, body, corpse"
kanji_06d6c.png,"knot, nautical mile"
kanji_099a8.png,"fragrant, balmy, favourable"
kanji_086d9.png,frog
kanji_057a3.png,"hedge, fence, wall"
kanji_067ff.png,persimmon
kanji_086ce.png,oyster
kanji_0920e.png,"hook, barb, gaff, brackets"
kanji_05283.png,divide
kanji_05687.png,"menacing, dignity, majesty, threaten"
kanji_05404.png,"each, every, either"
kanji_05ed3.png,"enclosure, quarter, red-light district"
kanji_062e1.png,"broaden, extend, expand, enlarge"
kanji_064b9.png,"disturb, throw into confusion"
kanji_0683c.png,"status, rank, capacity, character, case (law, grammar)"
kanji_06838.png,"nucleus, core, kernel"
kanji_06bbb.png,"husk, nut shell"
kanji_07372.png,"seize, get, find, earn, acquire, can, may, able to"
kanji_078ba.png,"assurance, firm, tight, hard, solid, confirm, clear, evident"
kanji_07a6b.png,"harvest, reap"
kanji_0899a.png,"memorize, learn, remember, awake, sober up"
kanji_089d2.png,"angle, corner, square, horn, antlers"
kanji_08d6b.png,"suddenly, brighten, illuminate, light up"
kanji_08f03.png,"contrast, compare"
kanji_090ed.png,"enclosure, quarters, fortification, red-light district"
kanji_095a3.png,"tower, tall building, palace"
kanji_09694.png,"isolate, alternate, distance, separate, gulf"
kanji_09769.png,"leather, skin, reform, become serious"
kanji_05b66.png,"study, learning, science"
kanji_05cb3.png,"point, peak, mountain"
kanji_0697d.png,"music, comfort, ease"
kanji_0984d.png,"forehead, tablet, plaque, framed picture, sum, amount, volume"
kanji_0984e.png,"jaw, chin, gill"
kanji_0639b.png,"hang, suspend, depend, arrive at, tax, pour"
kanji_07b20.png,"bamboo hat, one's influence"
kanji_06a2b.png,"evergreen oak, (kokuji)"
kanji_06a7f.png,oak
kanji_068b6.png,sculling oar
kanji_09c0d.png,bullhead
kanji_06f5f.png,lagoon
kanji_05272.png,"proportion, comparatively, divide, cut, separate, split"
kanji_0559d.png,"hoarse, scold"
kanji_06070.png,"just as, as though, fortunately"
kanji_062ec.png,"fasten, tie up, arrest, constrict"
kanji_06d3b.png,"lively, resuscitation, being helped, living"
kanji_06e07.png,"thirst, dry up, parch"
kanji_06ed1.png,"slippery, slide, slip, fail exam"
kanji_0845b.png,"arrowroot, kudzu"
kanji_08910.png,"brown, woollen kimono"
kanji_08f44.png,"control, wedge"
kanji_04e14.png,"moreover, also, furthermore"
kanji_09c39.png,bonito
kanji_053f6.png,"grant, answer"
kanji_0691b.png,"autumn foliage, birch, maple, (kokuji)"
kanji_06a3a.png,"birch, dark red"
kanji_09784.png,"suitcase, bag, briefcase"
kanji_0682a.png,"stocks, stump, shares, stock, counter for small plants"
kanji_0515c.png,"helmet, head piece"
kanji_07ac3.png,"kitchen stove, furnace, oven, hearth"
kanji_084b2.png,"bullrush, flag, cattail"
kanji_091dc.png,"kettle, cauldron, iron pot"
kanji_0938c.png,"sickle, scythe, trick"
kanji_0565b.png,"chew, bite, gnaw"
kanji_09d28.png,"wild duck, easy mark"
kanji_06822.png,oak
kanji_08305.png,miscanthus reed
kanji_08431.png,miscanthus reed
kanji_07ca5.png,rice gruel
kanji_05208.png,"reap, cut, clip, trim, prune"
kanji_082c5.png,cutting (grass)
kanji_074e6.png,"tile, gram"
kanji_04e7e.png,"drought, dry, dessicate, drink up, heaven, emperor"
kanji_04f83.png,"strong, just, righteous, peace-loving"
kanji_051a0.png,"crown, best, peerless"
kanji_05bd2.png,cold
kanji_0520a.png,"publish, carve, engrave"
kanji_052d8.png,"intuition, perception, check, compare, sixth sense"
kanji_052e7.png,"persuade, recommend, advise, encourage, offer"
kanji_05dfb.png,"scroll, volume, book, part, roll up, wind up, tie, coil, counter for texts (or book scrolls)"
kanji_0559a.png,"yell, cry, call, scream, summon"
kanji_0582a.png,"withstand, endure, support, resist"
kanji_059e6.png,"wicked, mischief, seduce, rape, noisy"
kanji_05b8c.png,"perfect, completion, end"
kanji_05b98.png,"bureaucrat, the government, organ"
kanji_05bdb.png,"tolerant, leniency, generosity, relax, feel at home, be at ease, broadminded"
kanji_05e72.png,"dry, parch, ebb, recede, interfere, intercede"
kanji_05e79.png,"tree trunk, main part, talent, capability"
kanji_060a3.png,"afflicted, disease, suffer from, be ill"
kanji_0611f.png,"emotion, feeling, sensation"
kanji_06163.png,"accustomed, get used to, become experienced"
kanji_061be.png,"remorse, regret, be sorry"
kanji_063db.png,"interchange, period, change, convert, replace, renew"
kanji_06562.png,"daring, brave, bold, sad, tragic, pitiful"
kanji_067d1.png,"citrus, orange"
kanji_06853.png,marking post
kanji_068fa.png,"coffin, casket"
kanji_06b3e.png,"goodwill, article, section, friendship, collusion"
kanji_06b53.png,"delight, joy"
kanji_06c57.png,"sweat, perspire"
kanji_06f22.png,"Sino-, China"
kanji_06f97.png,"valley river, 10**36"
kanji_06f45.png,"pour into, irrigate, shed (tears), flow into, concentrate on"
kanji_074b0.png,"ring, circle, loop"
kanji_07518.png,"sweet, coax, pamper, be content, sugary"
kanji_076e3.png,"oversee, official, govt office, rule, administer"
kanji_0770b.png,"watch over, see"
kanji_07aff.png,"pole, rod, scale beam, violin neck"
kanji_07ba1.png,"pipe, tube, wind instrument, drunken talk, control, jurisdiction"
kanji_07c21.png,"simplicity, brevity"
kanji_07de9.png,"slacken, loosen, relax, lessen, be moderate, ease"
kanji_07f36.png,"tin can, container, jar radical (no. 121)"
kanji_07ff0.png,"letter, writing brush"
kanji_0809d.png,"liver, pluck, nerve, chutzpah"
kanji_08266.png,warship
kanji_0839e.png,"smiling, reed used to cover tatami"
kanji_089b3.png,"outlook, look, appearance, condition, view"
kanji_08acc.png,"admonish, dissuade"
kanji_08cab.png,"pierce, 8 1/3lbs, penetrate, brace"
kanji_09084.png,"send back, return"
kanji_09451.png,"specimen, take warning from, learn from"
kanji_09593.png,"interval, space"
kanji_09591.png,leisure
kanji_095a2.png,"connection, barrier, gateway, involve, concerning"
kanji_09665.png,"collapse, fall into, cave in, fall (castle), slide into"
kanji_097d3.png,Korea
kanji_09928.png,"building, mansion, large building, palace"
kanji_08218.png,"mansion, large building, palace"
kanji_04e38.png,"round, full (month), perfection, -ship, pills, make round, roll up, curl up, seduce, explain away"
kanji_0542b.png,"contain, include, hold in the mouth, bear in mind, understand, cherish"
kanji_05cb8.png,beach
kanji_05dcc.png,"rock, crag, boulder"
kanji_073a9.png,"play, take pleasure in, trifle with, make sport of"
kanji_0764c.png,"cancer, cancerous evil"
kanji_0773c.png,eyeball
kanji_05ca9.png,"boulder, rock, cliff"
kanji_07feb.png,"take pleasure in, play instrument"
kanji_08d0b.png,"counterfeit, forgery"
kanji_096c1.png,wild goose
kanji_09811.png,"stubborn, foolish, firmly"
kanji_09854.png,"face, expression"
kanji_09858.png,"petition, request, vow, wish, hope"
kanji_04f01.png,"undertake, scheme, design, attempt, plan"
kanji_04f0e.png,"deed, skill"
kanji_05371.png,"dangerous, fear, uneasy"
kanji_0559c.png,"rejoice, take pleasure in"
kanji_05668.png,"utensil, vessel, receptacle, implement, instrument, ability, container, tool, set"
kanji_057fa.png,"fundamentals, radical (chem), counter for machines, foundation"
kanji_05947.png,"strange, strangeness, curiosity"
kanji_05b09.png,"glad, pleased, rejoice"
kanji_05bc4.png,"draw near, stop in, bring near, gather, collect, send, forward"
kanji_05c90.png,"branch off, fork in road, scene, arena, theater"
kanji_05e0c.png,"hope, beg, request, pray, beseech, Greece, dilute (acid), rare, few, phenomenal"
kanji_05e7e.png,"how many, how much, how far, how long, some, several"
kanji_05fcc.png,"mourning, abhor, detestable, death anniversary"
kanji_063ee.png,"brandish, wave, wag, swing, shake"
kanji_0673a.png,"desk, table"
kanji_065d7.png,"national flag, banner, standard"
kanji_065e2.png,"previously, already, long ago"
kanji_0671f.png,"period, time, date, term"
kanji_068cb.png,"chess piece, Japanese chess, shogi"
kanji_068c4.png,"abandon, throw away, discard, resign, reject, sacrifice"
kanji_06a5f.png,"loom, mechanism, machine, airplane, opportunity, potency, efficacy, occasion"
kanji_05e30.png,"homecoming, arrive at, lead to, result in"
kanji_06bc5.png,strong
kanji_06c17.png,"spirit, mind, air, atmosphere, mood"
kanji_06c7d.png,"vapor, steam"
kanji_0757f.png,"capital, suburbs of capital"
kanji_07948.png,"pray, wish"
kanji_05b63.png,seasons
kanji_07a00.png,"rare, phenomenal, dilute (acid)"
kanji_07d00.png,"chronicle, account, narrative, history, annals, geologic period"
kanji_05fbd.png,"good, beautiful, badge"
kanji_0898f.png,"standard, measure"
kanji_08a18.png,"scribe, account, narrative"
kanji_08cb4.png,"precious, value, prize, esteem, honor"
kanji_08d77.png,"rouse, wake up, get up"
kanji_08ecc.png,"rut, wheel, track, model, way of doing"
kanji_08f1d.png,"radiance, shine, sparkle, gleam, twinkle"
kanji_098e2.png,"hungry, starve"
kanji_09a0e.png,"equestrian, riding on horses, counter for equestrians"
kanji_09b3c.png,"ghost, devil"
kanji_04e80.png,"tortoise, turtle"
kanji_0507d.png,"falsehood, lie, deceive, pretend, counterfeit, forgery"
kanji_05100.png,"ceremony, rule, affair, case, a matter"
kanji_05993.png,"stretch, singing girl, geisha, prostitute"
kanji_05b9c.png,"best regards, good"
kanji_0622f.png,"frolic, play, sport"
kanji_06280.png,"skill, art, craft, ability, feat, performance, vocation, arts"
kanji_064ec.png,"mimic, aim (a gun) at, nominate, imitate"
kanji_06b3a.png,"deceit, cheat, delude"
kanji_072a0.png,sacrifice
kanji_07591.png,"doubt, distrust, be suspicious, question"
kanji_07947.png,"national or local god, peaceful, great"
kanji_07fa9.png,"righteousness, justice, morality, honor, loyalty, meaning"
kanji_087fb.png,ant
kanji_08abc.png,"friendship, intimacy"
kanji_08b70.png,"deliberation, consultation, debate, consideration"
kanji_063ac.png,scoop up water with the hand
kanji_083ca.png,chrysanthemum
kanji_097a0.png,ball
kanji_05409.png,"good luck, joy, congratulations"
kanji_05403.png,stammer
kanji_055ab.png,"consume, eat, drink, smoke, receive (a blow)"
kanji_06854.png,used in plant names
kanji_06a58.png,mandarin orange
kanji_08a70.png,"packed, close, pressed, reprove, rebuke, blame"
kanji_07827.png,fulling block
kanji_06775.png,wooden pestle
kanji_09ecd.png,millet
kanji_05374.png,"instead, on the contrary, rather, step back, withdraw, retreat"
kanji_05ba2.png,"guest, visitor, customer, client"
kanji_0811a.png,"skids, leg, undercarriage, lower part, base"
kanji_08650.png,"tyrannize, oppress"
kanji_09006.png,"inverted, reverse, opposite, wicked"
kanji_04e18.png,"hill, knoll"
kanji_04e45.png,"long time, old story"
kanji_04ec7.png,"foe, enemy, revenge, grudge, feud"
kanji_04f11.png,"rest, day off, retire, sleep"
kanji_053ca.png,"reach out, exert, exercise, cause"
kanji_05438.png,"suck, imbibe, inhale, sip"
kanji_05bae.png,"Shinto shrine, constellations, palace, princess"
kanji_05f13.png,"bow, bow (archery, violin)"
kanji_06025.png,"hurry, emergency, sudden, steep"
kanji_06551.png,"salvation, save, help, rescue, reclaim"
kanji_0673d.png,"decay, rot, remain in seclusion"
kanji_06c42.png,"request, want, wish for, require, demand"
kanji_06c72.png,"draw (water), ladle, scoop, pump"
kanji_06ce3.png,"cry, weep, moan"
kanji_07078.png,"moxa cautery, chastisement"
kanji_07403.png,"ball, sphere"
kanji_07a76.png,"research, study"
kanji_07aae.png,"hard up, destitute, suffer, perplexed, cornered"
kanji_07b08.png,backpack bookcase
kanji_07d1a.png,"class, rank, grade"
kanji_07cfe.png,"twist, ask, investigate, verify"
kanji_07d66.png,"salary, wage, gift, allow, grant, bestow on"
kanji_065e7.png,"old times, old things, old friend, former, ex-"
kanji_0725b.png,cow
kanji_053bb.png,"gone, past, quit, leave, elapse, eliminate, divorce"
kanji_05c45.png,"reside, to be, exist, live with"
kanji_05de8.png,"gigantic, big, large, great"
kanji_062d2.png,"repel, refuse, reject, decline"
kanji_062e0.png,"foothold, based on, follow, therefore"
kanji_06319.png,"raise, plan, project, behavior, actions"
kanji_06e20.png,"ditch, canal, lock"
kanji_0865a.png,"void, emptiness, unpreparedness, crack, fissure, untruth"
kanji_08a31.png,"permit, approve"
kanji_08ddd.png,"long-distance, spur, fetlock"
kanji_092f8.png,saw (cuts wood)
kanji_06f01.png,"fishing, fishery"
kanji_079a6.png,"defend, protect, resist, ward off"
kanji_09b5a.png,fish
kanji_04ea8.png,"pass through, go smoothly"
kanji_04eab.png,"enjoy, receive, undergo, answer (phone), take, get, catch"
kanji_04eac.png,"capital, 10**16"
kanji_04f9b.png,"submit, offer, present, serve (meal), accompany"
kanji_04fa0.png,"tomboy, chivalry"
kanji_050d1.png,"expatriate, person living abroad, temporary home"
kanji_05147.png,wickedness
kanji_07af6.png,"emulate, compete with, bid, sell at auction, bout, contest, race"
kanji_05171.png,"together, both, neither, all, and, alike, with"
kanji_051f6.png,"villain, evil, bad luck, disaster"
kanji_05354.png,"co-, cooperation"
kanji_05321.png,"correct, save, assist"
kanji_0537f.png,"you, lord, secretary, state minister"
kanji_053eb.png,"shout, exclaim, yell"
kanji_055ac.png,"high, boasting"
kanji_05883.png,"boundary, border, region"
